Gene_ID	COG_ID	COG_term	GO	Pfam_ID	Pfam_term	SwissProt_ID	SwissProt_term
fake_2M_genome_000065	gi|430749016|ref|YP_007211924.1|	gi|430749016|ref|YP_007211924.1| arginase family hydrolase [Thermobacillus composti KWC4]	-	A0A094JQ17_9BACL/7-219	A0A094JQ17_9BACL/7-219 A0A094JQ17.1 PF00491.20;Arginase;	sp|P58009|YB5A_THEMA	sp|P58009|YB5A_THEMA Uncharacterized protein TM_1158.1 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_1158.1 PE=4 SV=1
fake_2M_genome_000066	gi|16081087|ref|NP_391915.1|	gi|16081087|ref|NP_391915.1| arginine utilization regulatory protein RocR [Bacillus subtilis subsp. subtilis str. 168]	GO:0006355(regulation of transcription, DNA-templated);GO:0000160(phosphorelay signal transduction system);GO:0003677(DNA binding);GO:0005622(intracellular)	A0A094M124_9BACL/136-302	A0A094M124_9BACL/136-302 A0A094M124.1 PF00158.25;Sigma54_activat;	sp|P38022|ROCR_BACSU	sp|P38022|ROCR_BACSU Arginine utilization regulatory protein RocR OS=Bacillus subtilis (strain 168) GN=rocR PE=1 SV=2
fake_2M_genome_000067	gi|16081086|ref|NP_391914.1|	gi|16081086|ref|NP_391914.1| ornithine aminotransferase [Bacillus subtilis subsp. subtilis str. 168]	GO:0005737(cytoplasm);GO:0055129(L-proline biosynthetic process);GO:0003824(catalytic activity);GO:0004587(ornithine-oxo-acid transaminase activity);GO:0005737(cytoplasm)	A0A094JT76_9BACL/17-398	A0A094JT76_9BACL/17-398 A0A094JT76.1 PF00202.20;Aminotran_3;	sp|C5D6R2|OAT_GEOSW	sp|C5D6R2|OAT_GEOSW Ornithine aminotransferase OS=Geobacillus sp. (strain WCH70) GN=rocD PE=3 SV=1
fake_2M_genome_000068	gi|297617069|ref|YP_003702228.1|	gi|297617069|ref|YP_003702228.1| sigma54 specific transcriptional regulator [Syntrophothermus lipocalidus DSM 12680]	GO:0005886(plasma membrane);GO:0000160(phosphorelay signal transduction system);GO:0003677(DNA binding);GO:0005622(intracellular)	A0A094JMQ9_9BACL/233-402	A0A094JMQ9_9BACL/233-402 A0A094JMQ9.1 PF00158.25;Sigma54_activat;	sp|P54529|YQIR_BACSU	sp|P54529|YQIR_BACSU Putative sigma L-dependent transcriptional regulator YqiR OS=Bacillus subtilis (strain 168) GN=yqiR PE=4 SV=1
fake_2M_genome_000069	gi|78043397|ref|YP_360564.1|	gi|78043397|ref|YP_360564.1| short-chain specific acyl-CoA dehydrogenase [Carboxydothermus hydrogenoformans Z-2901]	GO:0003995(acyl-CoA dehydrogenase activity);GO:0016491(oxidoreductase activity)	A0A094K949_9BACL/229-378	A0A094K949_9BACL/229-378 A0A094K949.1 PF00441.23;Acyl-CoA_dh_1;	sp|P45857|ACDB_BACSU	sp|P45857|ACDB_BACSU Acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=mmgC PE=2 SV=3
fake_2M_genome_000070	gi|384135667|ref|YP_005518381.1|	gi|384135667|ref|YP_005518381.1| acyl-CoA dehydrogenase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	GO:0003995(acyl-CoA dehydrogenase activity);GO:0006629(lipid metabolic process);GO:0006635(fatty acid beta-oxidation)	A0A094JQ24_9BACL/229-376	A0A094JQ24_9BACL/229-376 A0A094JQ24.1 PF00441.23;Acyl-CoA_dh_1;	sp|P45867|ACDA_BACSU	sp|P45867|ACDA_BACSU Acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=acdA PE=2 SV=1
fake_2M_genome_000071	gi|317122180|ref|YP_004102183.1|	gi|317122180|ref|YP_004102183.1| AMP-dependent synthetase and ligase [Thermaerobacter marianensis DSM 12885]	GO:0004467(long-chain fatty acid-CoA ligase activity);GO:0000166(nucleotide binding);GO:0001676(long-chain fatty acid metabolic process);GO:0003824(catalytic activity)	A0A094M129_9BACL/20-432	A0A094M129_9BACL/20-432 A0A094M129.1 PF00501.27;AMP-binding;	sp|P94547|LCFA_BACSU	sp|P94547|LCFA_BACSU Long-chain-fatty-acid--CoA ligase OS=Bacillus subtilis (strain 168) GN=lcfA PE=3 SV=1
fake_2M_genome_000072	gi|226313863|ref|YP_002773757.1|	gi|226313863|ref|YP_002773757.1| hypothetical protein BBR47_42760 [Brevibacillus brevis NBRC 100599]	-	D9WQG6_9ACTN/64-143	D9WQG6_9ACTN/64-143 D9WQG6.1 PF03061.21;4HBT;	-	-
fake_2M_genome_000073	gi|317122635|ref|YP_004102638.1|	gi|317122635|ref|YP_004102638.1| 3-oxoacyl-(acyl-carrier-protein) reductase [Thermaerobacter marianensis DSM 12885]	GO:0005515(protein binding);GO:0016491(oxidoreductase activity);GO:0016491(oxidoreductase activity)	A0A094JT81_9BACL/8-250	A0A094JT81_9BACL/8-250 A0A094JT81.1 PF13561.5;adh_short_C2;	sp|Q9L9F8|NOVJ_STRNV	sp|Q9L9F8|NOVJ_STRNV Short-chain reductase protein NovJ OS=Streptomyces niveus GN=novJ PE=1 SV=1
fake_2M_genome_000074	gi|384133987|ref|YP_005516701.1|	gi|384133987|ref|YP_005516701.1| MaoC domain-containing protein dehydratase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	GO:0003824(catalytic activity);GO:0003824(catalytic activity);GO:0004313([acyl-carrier-protein] S-acetyltransferase activity)	A0A094JMR3_9BACL/5-122	A0A094JMR3_9BACL/5-122 A0A094JMR3.1 PF01575.18;MaoC_dehydratas;	sp|Q92215|TOXC_COCCA	sp|Q92215|TOXC_COCCA Putative fatty acid synthase subunit TOXC OS=Cochliobolus carbonum GN=TOXC PE=3 SV=1
fake_2M_genome_000075	gi|384133986|ref|YP_005516700.1|	gi|384133986|ref|YP_005516700.1| MaoC domain-containing protein dehydratase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	-	A0A094K956_9BACL/8-137	A0A094K956_9BACL/8-137 A0A094K956.1 PF13452.5;MaoC_dehydrat_N;	sp|Q47LH3|Y2666_THEFY	sp|Q47LH3|Y2666_THEFY UPF0336 protein Tfu_2666 OS=Thermobifida fusca (strain YX) GN=Tfu_2666 PE=3 SV=1
fake_2M_genome_000076	gi|339627916|ref|YP_004719559.1|	gi|339627916|ref|YP_004719559.1| acyl-CoA dehydrogenase [Sulfobacillus acidophilus TPY]	GO:0003995(acyl-CoA dehydrogenase activity);GO:0006629(lipid metabolic process);GO:0006635(fatty acid beta-oxidation)	A0A094JQ29_9BACL/239-388	A0A094JQ29_9BACL/239-388 A0A094JQ29.1 PF00441.23;Acyl-CoA_dh_1;	sp|P45867|ACDA_BACSU	sp|P45867|ACDA_BACSU Acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=acdA PE=2 SV=1
fake_2M_genome_000077	gi|375008721|ref|YP_004982354.1|	gi|375008721|ref|YP_004982354.1| 3-oxoacyl-(Acyl carrier protein) reductase-like protein [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0006629(lipid metabolic process);GO:0006633(fatty acid biosynthetic process);GO:0004316(3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity);GO:0004316(3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity);GO:0004316(3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity)	A0A094M136_9BACL/12-245	A0A094M136_9BACL/12-245 A0A094M136.1 PF13561.5;adh_short_C2;	sp|Q9X248|FABG_THEMA	sp|Q9X248|FABG_THEMA 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1
fake_2M_genome_000078	gi|337744875|ref|YP_004639037.1|	gi|337744875|ref|YP_004639037.1| superoxide dismutase [Paenibacillus mucilaginosus KNP414]	-	A0A094JT87_9BACL/12-135	A0A094JT87_9BACL/12-135 A0A094JT87.1 PF11155.7;DUF2935;	-	-
fake_2M_genome_000079	-	-	-	A0A094JMR8_9BACL/12-130	A0A094JMR8_9BACL/12-130 A0A094JMR8.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000080	-	-	-	-	-	-	-
fake_2M_genome_000081	gi|30263452|ref|NP_845829.1|	gi|30263452|ref|NP_845829.1| major facilitator family transporter protein [Bacillus anthracis str. Ames]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0016021(integral component of membrane)	A0A094JQ35_9BACL/13-394	A0A094JQ35_9BACL/13-394 A0A094JQ35.1 PF07690.15;MFS_1;	sp|P9WJW6|Y2994_MYCTO	sp|P9WJW6|Y2994_MYCTO Uncharacterized MFS-type transporter MT3072 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=MT3072 PE=3 SV=1
fake_2M_genome_000082	-	-	-	-	-	-	-
fake_2M_genome_000083	-	-	-	A0A094JT93_9BACL/4-172	A0A094JT93_9BACL/4-172 A0A094JT93.1 PF14435.5;SUKH-4;	-	-
fake_2M_genome_000084	-	-	-	A0A094JMS2_9BACL/389-487	A0A094JMS2_9BACL/389-487 A0A094JMS2.1 PF14440.5;XOO_2897-deam;	-	-
fake_2M_genome_000085	gi|320159611|ref|YP_004172835.1|	gi|320159611|ref|YP_004172835.1| 3-oxoadipate CoA-transferase [Anaerolinea thermophila UNI-1]	GO:0047569(3-oxoadipate CoA-transferase activity);GO:0008152(metabolic process);GO:0016740(transferase activity);GO:0042952(beta-ketoadipate pathway)	A0A094K965_9BACL/19-228	A0A094K965_9BACL/19-228 A0A094K965.1 PF01144.22;CoA_trans;	sp|Q8VPF2|CATJ_PSEKB	sp|Q8VPF2|CATJ_PSEKB 3-oxoadipate CoA-transferase subunit B OS=Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13) GN=catJ PE=1 SV=1
fake_2M_genome_000086	gi|284167397|ref|YP_003405675.1|	gi|284167397|ref|YP_003405675.1| 3-oxoadipate CoA-transferase [Haloterrigena turkmenica DSM 5511]	GO:0047569(3-oxoadipate CoA-transferase activity);GO:0008152(metabolic process);GO:0016740(transferase activity);GO:0042952(beta-ketoadipate pathway)	A0A094JQ40_9BACL/6-228	A0A094JQ40_9BACL/6-228 A0A094JQ40.1 PF01144.22;CoA_trans;	sp|Q8VPF3|CATI_PSEKB	sp|Q8VPF3|CATI_PSEKB 3-oxoadipate CoA-transferase subunit A OS=Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13) GN=catI PE=1 SV=1
fake_2M_genome_000087	gi|23098561|ref|NP_692027.1|	gi|23098561|ref|NP_692027.1| hypothetical protein OB1106 [Oceanobacillus iheyensis HTE831]	GO:0008168(methyltransferase activity);GO:0008168(methyltransferase activity)	A0A0D1XAA9_ANEMI/29-205	A0A0D1XAA9_ANEMI/29-205 A0A0D1XAA9.1 PF13489.5;Methyltransf_23;	sp|Q8CUK1|Y1106_OCEIH	sp|Q8CUK1|Y1106_OCEIH Uncharacterized methyltransferase OB1106 OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) GN=OB1106 PE=3 SV=1
fake_2M_genome_000088	gi|226313858|ref|YP_002773752.1|	gi|226313858|ref|YP_002773752.1| hypothetical protein BBR47_42710 [Brevibacillus brevis NBRC 100599]	-	A0A094JT99_9BACL/13-77	A0A094JT99_9BACL/13-77 A0A094JT99.1 PF03994.13;DUF350;	-	-
fake_2M_genome_000089	gi|307153746|ref|YP_003889130.1|	gi|307153746|ref|YP_003889130.1| hypothetical protein Cyan7822_3925 [Cyanothece sp. PCC 7822]	GO:0008152(metabolic process);GO:0016799(hydrolase activity, hydrolyzing N-glycosyl compounds)	A0A094JMS7_9BACL/4-143	A0A094JMS7_9BACL/4-143 A0A094JMS7.1 PF08719.10;DUF1768;	sp|B2J4E5|RIBX_NOSP7	sp|B2J4E5|RIBX_NOSP7 N-glycosidase Npun_R5314 OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) GN=Npun_R5314 PE=1 SV=1
fake_2M_genome_000090	gi|169827255|ref|YP_001697413.1|	gi|169827255|ref|YP_001697413.1| peptide deformylase [Lysinibacillus sphaericus C3-41]	GO:0005739(mitochondrion);GO:0006412(translation);GO:0018206(peptidyl-methionine modification);GO:0042586(peptide deformylase activity)	A0A094JQ45_9BACL/12-181	A0A094JQ45_9BACL/12-181 A0A094JQ45.1 PF01327.20;Pep_deformylase;	sp|Q819K2|DEF2_BACCR	sp|Q819K2|DEF2_BACCR Peptide deformylase 2 OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) GN=def2 PE=1 SV=1
fake_2M_genome_000091	gi|297623683|ref|YP_003705117.1|	gi|297623683|ref|YP_003705117.1| Cmr6 family CRISPR-associated RAMP protein [Truepera radiovictrix DSM 17093]	GO:0003723(RNA binding);GO:0005737(cytoplasm)	D7CXH2_TRURR/54-252	D7CXH2_TRURR/54-252 D7CXH2.1 PF03787.14;RAMPs;	sp|Q8U1T1|CMR6_PYRFU	sp|Q8U1T1|CMR6_PYRFU CRISPR system Cmr subunit Cmr6 OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=cmr6 PE=1 SV=1
fake_2M_genome_000092	-	-	-	-	-	-	-
fake_2M_genome_000093	-	-	-	-	-	-	-
fake_2M_genome_000094	-	-	-	-	-	-	-
fake_2M_genome_000095	-	-	-	-	-	-	-
fake_2M_genome_000096	gi|226313500|ref|YP_002773394.1|	gi|226313500|ref|YP_002773394.1| ribosomal-protein-alanine acetyltransferase [Brevibacillus brevis NBRC 100599]	GO:0008999(ribosomal-protein-alanine N-acetyltransferase activity);GO:0005737(cytoplasm);GO:0005737(cytoplasm);GO:0008080(N-acetyltransferase activity)	A0A094JQ52_9BACL/7-152	A0A094JQ52_9BACL/7-152 A0A094JQ52.1 PF13302.6;Acetyltransf_3;	sp|O31633|YJCK_BACSU	sp|O31633|YJCK_BACSU Putative ribosomal-protein-alanine acetyltransferase OS=Bacillus subtilis (strain 168) GN=yjcK PE=3 SV=1
fake_2M_genome_000097	gi|148655941|ref|YP_001276146.1|	gi|148655941|ref|YP_001276146.1| phosphate acetyltransferase [Roseiflexus sp. RS-1]	GO:0006388(tRNA splicing, via endonucleolytic cleavage and ligation);GO:0016740(transferase activity)	A0A094M158_9BACL/5-172	A0A094M158_9BACL/5-172 A0A094M158.1 PF01885.15;PTS_2-RNA;	sp|Q7NVB8|KPTA_CHRVO	sp|Q7NVB8|KPTA_CHRVO Probable RNA 2'-phosphotransferase OS=Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757) GN=kptA PE=3 SV=2
fake_2M_genome_000098	gi|521170526|ref|YP_008157309.1|	gi|521170526|ref|YP_008157309.1| hypothetical protein M621_02305 [Serratia plymuthica S13]	GO:0090305(nucleic acid phosphodiester bond hydrolysis);GO:0003676(nucleic acid binding);GO:0004518(nuclease activity);GO:0008327(methyl-CpG binding)	M8DLB9_9BACL/326-377	M8DLB9_9BACL/326-377 M8DLB9.1 PF01844.22;HNH;	sp|P24200|MCRA_ECOLI	sp|P24200|MCRA_ECOLI 5-methylcytosine-specific restriction enzyme A OS=Escherichia coli (strain K12) GN=mcrA PE=4 SV=2
fake_2M_genome_000099	gi|23099667|ref|NP_693133.1|	gi|23099667|ref|NP_693133.1| transcriptional regulator [Oceanobacillus iheyensis HTE831]	GO:0006351(transcription, DNA-templated);GO:0006351(transcription, DNA-templated);GO:0044010(single-species biofilm formation);GO:0003677(DNA binding);GO:0003677(DNA binding);GO:0003677(DNA binding)	A0A0M2PHN1_9BACI/118-244	A0A0M2PHN1_9BACI/118-244 A0A0M2PHN1.1 PF01614.17;IclR;	sp|P77300|YAGI_ECOLI	sp|P77300|YAGI_ECOLI Uncharacterized HTH-type transcriptional regulator YagI OS=Escherichia coli (strain K12) GN=yagI PE=4 SV=1
fake_2M_genome_000100	gi|23099668|ref|NP_693134.1|	gi|23099668|ref|NP_693134.1| 2-keto-3-deoxygluconate kinase [Oceanobacillus iheyensis HTE831]	GO:0046835(carbohydrate phosphorylation);GO:0000166(nucleotide binding);GO:0008673(2-dehydro-3-deoxygluconokinase activity);GO:0016773(phosphotransferase activity, alcohol group as acceptor)	A0A0M4GMK7_9BACI/1-300	A0A0M4GMK7_9BACI/1-300 A0A0M4GMK7.1 PF00294.23;PfkB;	sp|P50845|KDGK_BACSU	sp|P50845|KDGK_BACSU 2-dehydro-3-deoxygluconokinase OS=Bacillus subtilis (strain 168) GN=kdgK PE=2 SV=1
fake_2M_genome_000101	gi|326801946|ref|YP_004319765.1|	gi|326801946|ref|YP_004319765.1| 2-dehydro-3-deoxyphosphogluconate aldolase [Sphingobacterium sp. 21]	GO:0016829(lyase activity);GO:0034194(D-galactonate catabolic process);GO:0034194(D-galactonate catabolic process);GO:0003824(catalytic activity);GO:0008674(2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity);GO:0008674(2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity)	A0A0M2PAT6_9BACI/3-198	A0A0M2PAT6_9BACI/3-198 A0A0M2PAT6.1 PF01081.18;Aldolase;	sp|Q6BF16|DGOA_ECOLI	sp|Q6BF16|DGOA_ECOLI 2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Escherichia coli (strain K12) GN=dgoA PE=1 SV=1
fake_2M_genome_000102	gi|326801947|ref|YP_004319766.1|	gi|326801947|ref|YP_004319766.1| galactonate dehydratase [Sphingobacterium sp. 21]	GO:0034194(D-galactonate catabolic process);GO:0008869(galactonate dehydratase activity);GO:0008869(galactonate dehydratase activity);GO:0016829(lyase activity)	A0A0A6VAR3_9BACI/127-356	A0A0A6VAR3_9BACI/127-356 A0A0A6VAR3.1 PF13378.5;MR_MLE_C;	sp|Q6CYT9|DGOD_PECAS	sp|Q6CYT9|DGOD_PECAS D-galactonate dehydratase OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) GN=dgoD PE=3 SV=1
fake_2M_genome_000103	gi|284038847|ref|YP_003388777.1|	gi|284038847|ref|YP_003388777.1| major facilitator superfamily protein [Spirosoma linguale DSM 74]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A0V8JB65_9BACI/20-388	A0A0V8JB65_9BACI/20-388 A0A0V8JB65.1 PF07690.15;MFS_1;	sp|P0AA77|DGOT_ECOL6	sp|P0AA77|DGOT_ECOL6 D-galactonate transporter OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) GN=dgoT PE=3 SV=1
fake_2M_genome_000104	gi|20091289|ref|NP_617364.1|	gi|20091289|ref|NP_617364.1| phosphoenolpyruvate synthase [Methanosarcina acetivorans C2A]	GO:0003824(catalytic activity);GO:0016740(transferase activity)	A0A094JMT8_9BACL/17-324	A0A094JMT8_9BACL/17-324 A0A094JMT8.1 PF01326.18;PPDK_N;	sp|O34309|PPS_BACSU	sp|O34309|PPS_BACSU Putative phosphoenolpyruvate synthase OS=Bacillus subtilis (strain 168) GN=pps PE=3 SV=1
fake_2M_genome_000105	-	-	-	A0A094K990_9BACL/11-133	A0A094K990_9BACL/11-133 A0A094K990.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000106	-	-	-	F5SKN5_9BACL/33-150	F5SKN5_9BACL/33-150 F5SKN5.1 PF14430.5;Imm1;	-	-
fake_2M_genome_000107	-	-	-	-	-	-	-
fake_2M_genome_000108	-	-	-	A0A094JTC3_9BACL/12-137	A0A094JTC3_9BACL/12-137 A0A094JTC3.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000109	-	-	-	A0A094JMU2_9BACL/65-187	A0A094JMU2_9BACL/65-187 A0A094JMU2.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000110	-	-	-	-	-	-	-
fake_2M_genome_000111	-	-	-	-	-	-	-
fake_2M_genome_000112	-	-	-	A0A094M176_9BACL/1-115	A0A094M176_9BACL/1-115 A0A094M176.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000113	-	-	-	A0A094JTC8_9BACL/14-139	A0A094JTC8_9BACL/14-139 A0A094JTC8.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000114	-	-	-	-	-	-	-
fake_2M_genome_000115	-	-	-	A0A094M182_9BACL/11-134	A0A094M182_9BACL/11-134 A0A094M182.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000116	gi|15893627|ref|NP_346976.1|	gi|15893627|ref|NP_346976.1| hypothetical protein CA_C0335 [Clostridium acetobutylicum ATCC 824]	-	-	-	-	-
fake_2M_genome_000117	-	-	-	A0A094M176_9BACL/1-115	A0A094M176_9BACL/1-115 A0A094M176.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000118	-	-	-	A0A094JQ80_9BACL/12-116	A0A094JQ80_9BACL/12-116 A0A094JQ80.1 PF14434.5;Imm6;	-	-
fake_2M_genome_000119	gi|169828894|ref|YP_001699052.1|	gi|169828894|ref|YP_001699052.1| cobyric acid synthase [Lysinibacillus sphaericus C3-41]	GO:0003824(catalytic activity);GO:0006541(glutamine metabolic process);GO:0009236(cobalamin biosynthetic process)	A0A094M188_9BACL/4-237	A0A094M188_9BACL/4-237 A0A094M188.1 PF01656.22;CbiA;	sp|A4J806|COBQ_DESRM	sp|A4J806|COBQ_DESRM Cobyric acid synthase OS=Desulfotomaculum reducens (strain MI-1) GN=cobQ PE=3 SV=1
fake_2M_genome_000120	gi|352516610|ref|YP_004885927.1|	gi|352516610|ref|YP_004885927.1| putative L-ribulokinase [Tetragenococcus halophilus NBRC 12172]	-	A0A094JTD7_9BACL/15-260	A0A094JTD7_9BACL/15-260 A0A094JTD7.1 PF00370.20;FGGY_N;	-	-
fake_2M_genome_000121	gi|23100251|ref|NP_693718.1|	gi|23100251|ref|NP_693718.1| hypothetical protein OB2796 [Oceanobacillus iheyensis HTE831]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JMW4_9BACL/12-453	A0A094JMW4_9BACL/12-453 A0A094JMW4.1 PF00083.23;Sugar_tr;	sp|O52733|XYLT_LACBR	sp|O52733|XYLT_LACBR D-xylose transporter OS=Lactobacillus brevis GN=xylT PE=1 SV=1
fake_2M_genome_000122	gi|23100252|ref|NP_693719.1|	gi|23100252|ref|NP_693719.1| L-arabinose isomerase [Oceanobacillus iheyensis HTE831]	GO:0019569(L-arabinose catabolic process to xylulose 5-phosphate);GO:0005737(cytoplasm);GO:0005975(carbohydrate metabolic process);GO:0008733(L-arabinose isomerase activity)	A0A094K9B1_9BACL/4-357	A0A094K9B1_9BACL/4-357 A0A094K9B1.1 PF02610.14;Arabinose_Isome;	sp|Q65J10|ARAA2_BACLD	sp|Q65J10|ARAA2_BACLD L-arabinose isomerase 2 OS=Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46) GN=araA2 PE=3 SV=1
fake_2M_genome_000123	gi|23100253|ref|NP_693720.1|	gi|23100253|ref|NP_693720.1| L-ribulose-5-phosphate 4-epimerase [Oceanobacillus iheyensis HTE831]	GO:0005829(cytosol);GO:0008270(zinc ion binding);GO:0016853(isomerase activity)	A0A094JQ86_9BACL/7-197	A0A094JQ86_9BACL/7-197 A0A094JQ86.1 PF00596.20;Aldolase_II;	sp|P44989|SGBE_HAEIN	sp|P44989|SGBE_HAEIN Probable sugar isomerase SgbE OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=sgbE PE=3 SV=1
fake_2M_genome_000124	gi|23100255|ref|NP_693722.1|	gi|23100255|ref|NP_693722.1| arabinose operon transcriptional repressor [Oceanobacillus iheyensis HTE831]	GO:0003677(DNA binding);GO:0003700(DNA binding transcription factor activity);GO:0005737(cytoplasm)	A0A094M196_9BACL/195-357	A0A094M196_9BACL/195-357 A0A094M196.1 PF13377.5;Peripla_BP_3;	sp|P96711|ARAR_BACSU	sp|P96711|ARAR_BACSU Arabinose metabolism transcriptional repressor OS=Bacillus subtilis (strain 168) GN=araR PE=1 SV=3
fake_2M_genome_000125	gi|226310841|ref|YP_002770735.1|	gi|226310841|ref|YP_002770735.1| cobyrinic acid a,c-diamide synthase [Brevibacillus brevis NBRC 100599]	GO:0000166(nucleotide binding);GO:0003824(catalytic activity);GO:0009236(cobalamin biosynthetic process)	A0A094JTE3_9BACL/254-447	A0A094JTE3_9BACL/254-447 A0A094JTE3.1 PF07685.13;GATase_3;	sp|Q9KBM8|CBIA_BACHD	sp|Q9KBM8|CBIA_BACHD Cobyrinate a,c-diamide synthase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=cbiA PE=3 SV=1
fake_2M_genome_000126	gi|384136378|ref|YP_005519092.1|	gi|384136378|ref|YP_005519092.1| prolyl-tRNA synthetase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	GO:0005737(cytoplasm);GO:0000166(nucleotide binding);GO:0000166(nucleotide binding);GO:0004827(proline-tRNA ligase activity)	A0A094JMX0_9BACL/92-272	A0A094JMX0_9BACL/92-272 A0A094JMX0.1 PF00587.24;tRNA-synt_2b;	sp|Q67PA6|SYP_SYMTH	sp|Q67PA6|SYP_SYMTH Proline--tRNA ligase OS=Symbiobacterium thermophilum (strain T / IAM 14863) GN=proS PE=3 SV=1
fake_2M_genome_000127	-	-	-	-	-	-	-
fake_2M_genome_000128	gi|269838292|ref|YP_003320520.1|	gi|269838292|ref|YP_003320520.1| metallophosphoesterase [Sphaerobacter thermophilus DSM 20745]	-	V6J056_9BACL/1-199	V6J056_9BACL/1-199 V6J056.1 PF12850.6;Metallophos_2;	sp|Q58322|Y912_METJA	sp|Q58322|Y912_METJA Uncharacterized protein MJ0912 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0912 PE=4 SV=1
fake_2M_genome_000129	gi|15612856|ref|NP_241159.1|	gi|15612856|ref|NP_241159.1| hypothetical protein BH0293 [Bacillus halodurans C-125]	-	F5SIJ6_9BACL/22-421	F5SIJ6_9BACL/22-421 F5SIJ6.1 PF05977.12;MFS_3;	-	-
fake_2M_genome_000130	gi|90023329|ref|YP_529156.1|	gi|90023329|ref|YP_529156.1| Endonuclease V [Saccharophagus degradans 2-40]	GO:0043737(deoxyribonuclease V activity);GO:0090305(nucleic acid phosphodiester bond hydrolysis);GO:0004518(nuclease activity);GO:0004519(endonuclease activity);GO:0005737(cytoplasm)	A0A0D1VEF0_ANEMI/21-215	A0A0D1VEF0_ANEMI/21-215 A0A0D1VEF0.1 PF04493.13;Endonuclease_5;	sp|B7K379|NFI_CYAP8	sp|B7K379|NFI_CYAP8 Endonuclease V OS=Cyanothece sp. (strain PCC 8801) GN=nfi PE=3 SV=1
fake_2M_genome_000131	gi|188586525|ref|YP_001918070.1|	gi|188586525|ref|YP_001918070.1| PAS modulated Fis family sigma-54-specific transcriptional regulator [Natranaerobius thermophilus JW/NM-WN-LF]	GO:0005886(plasma membrane);GO:0000160(phosphorelay signal transduction system);GO:0003677(DNA binding);GO:0005622(intracellular)	A0A094JQ92_9BACL/141-309	A0A094JQ92_9BACL/141-309 A0A094JQ92.1 PF00158.25;Sigma54_activat;	sp|P54529|YQIR_BACSU	sp|P54529|YQIR_BACSU Putative sigma L-dependent transcriptional regulator YqiR OS=Bacillus subtilis (strain 168) GN=yqiR PE=4 SV=1
