Gene_ID	COG_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_000169	gi|212638407|ref|YP_002314927.1|	49.5	782	388	4	5	784	60	836	3.8e-186	654.8	gi|212638407|ref|YP_002314927.1| recombination and DNA strand exchange inhibitor protein [Anoxybacillus flavithermus WK1]
fake_2M_genome_000170	gi|386714600|ref|YP_006180923.1|	46.8	325	115	7	14	337	7	274	4.8e-69	264.6	gi|386714600|ref|YP_006180923.1| spore cortex-lytic enzyme prepeptide [Halobacillus halophilus DSM 2266]
fake_2M_genome_000171	gi|449091505|ref|YP_007423946.1|	47.6	574	296	4	1	574	4	572	1.2e-152	543.1	gi|449091505|ref|YP_007423946.1| PHP C-terminal domain protein [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000172	gi|30264622|ref|NP_846999.1|	32	172	114	1	5	173	3	174	2e-18	95.5	gi|30264622|ref|NP_846999.1| CvpA family protein [Bacillus anthracis str. Ames]
fake_2M_genome_000173	gi|226311229|ref|YP_002771123.1|	57	79	34	0	2	80	6	84	2.9e-20	100.5	gi|226311229|ref|YP_002771123.1| Z ring-associated protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000174	gi|337751044|ref|YP_004645206.1|	52.1	814	379	7	1	805	1	812	6.1e-232	807	gi|337751044|ref|YP_004645206.1| phenylalanyl-tRNA synthetase subunit beta [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000175	gi|226311227|ref|YP_002771121.1|	63.9	341	112	1	1	330	1	341	2.3e-124	448.4	gi|226311227|ref|YP_002771121.1| phenylalanyl-tRNA synthetase subunit alpha [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000177	gi|430751235|ref|YP_007214143.1|	38.4	263	151	3	7	264	9	265	3e-45	185.3	gi|430751235|ref|YP_007214143.1| rRNA methylase [Thermobacillus composti KWC4]
fake_2M_genome_000178	gi|337747816|ref|YP_004641978.1|	65.6	212	73	0	4	215	3	214	5.5e-74	280.4	gi|337747816|ref|YP_004641978.1| KtrC protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000181	gi|297622776|ref|YP_003704210.1|	65.6	131	45	0	2	132	3	133	2.6e-45	184.5	gi|297622776|ref|YP_003704210.1| Disulfide bond formation protein DsbB [Truepera radiovictrix DSM 17093]
fake_2M_genome_000182	gi|449087274|ref|YP_007419715.1|	42.6	204	107	3	26	229	21	214	1.1e-43	179.9	gi|449087274|ref|YP_007419715.1| hypothetical protein HD73_0615 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000183	gi|212640133|ref|YP_002316653.1|	56.5	260	113	0	2	261	31	290	3.2e-76	288.1	gi|212640133|ref|YP_002316653.1| phosphomethylpyrimidine kinase [Anoxybacillus flavithermus WK1]
fake_2M_genome_000184	gi|226312809|ref|YP_002772703.1|	49	204	102	1	8	209	11	214	8.2e-51	203.4	gi|226312809|ref|YP_002772703.1| thiamine-phosphate pyrophosphorylase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000187	gi|16078889|ref|NP_389710.1|	56.9	411	173	4	2	408	6	416	4.6e-135	484.2	gi|16078889|ref|NP_389710.1| hypothetical protein BSU18280 [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_000188	gi|430749288|ref|YP_007212196.1|	65	354	124	0	6	359	5	358	1.4e-130	469.2	gi|430749288|ref|YP_007212196.1| 3-isopropylmalate dehydrogenase [Thermobacillus composti KWC4]
fake_2M_genome_000189	gi|226311208|ref|YP_002771102.1|	66.3	505	169	1	1	505	1	504	6e-188	660.2	gi|226311208|ref|YP_002771102.1| 2-isopropylmalate synthase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000190	gi|226311207|ref|YP_002771101.1|	69.4	337	99	1	1	333	1	337	7.1e-134	479.9	gi|226311207|ref|YP_002771101.1| ketol-acid reductoisomerase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000191	gi|295695592|ref|YP_003588830.1|	62.3	159	60	0	1	159	1	159	1.4e-45	185.7	gi|295695592|ref|YP_003588830.1| acetolactate synthase small subunit [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000192	gi|226311205|ref|YP_002771099.1|	66.3	558	188	0	21	578	17	574	2.7e-221	771.2	gi|226311205|ref|YP_002771099.1| acetolactate synthase large subunit [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000193	gi|295695666|ref|YP_003588904.1|	71.1	554	160	0	1	554	1	554	8.8e-238	825.9	gi|295695666|ref|YP_003588904.1| dihydroxy-acid dehydratase [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000194	gi|557828237|ref|YP_008800874.1|	42.8	138	75	2	4	137	10	147	1.2e-18	95.9	gi|557828237|ref|YP_008800874.1| MarR family transcriptional regulator [Exiguobacterium sp. MH3]
fake_2M_genome_000195	gi|295696881|ref|YP_003590119.1|	78.1	114	25	0	1	114	1	114	2.4e-44	181	gi|295696881|ref|YP_003590119.1| 50S ribosomal protein L20 [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000196	gi|15615701|ref|NP_244005.1|	76.6	64	15	0	1	64	1	64	9.8e-19	95.1	gi|15615701|ref|NP_244005.1| 50S ribosomal protein L35 [Bacillus halodurans C-125]
fake_2M_genome_000197	gi|295696883|ref|YP_003590121.1|	71.3	171	48	1	21	191	2	171	3.9e-60	234.2	gi|295696883|ref|YP_003590121.1| translation initiation factor IF-3 [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000198	gi|16078974|ref|NP_389795.1|	62.8	180	64	1	3	182	2	178	7.3e-56	219.9	gi|16078974|ref|NP_389795.1| membrane protein [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_000199	gi|226311191|ref|YP_002771085.1|	69.7	634	191	1	3	635	4	637	8.7e-274	945.7	gi|226311191|ref|YP_002771085.1| threonyl-tRNA synthetase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000201	gi|20808507|ref|NP_623678.1|	31.9	182	109	4	1	181	1	168	1.4e-13	79.7	gi|20808507|ref|NP_623678.1| membrane-bound metal-dependent hydrolase [Thermoanaerobacter tengcongensis MB4]
fake_2M_genome_000202	gi|337750992|ref|YP_004645154.1|	77.5	378	77	2	1	370	1	378	1.5e-169	598.6	gi|337750992|ref|YP_004645154.1| radical SAM domain-containing protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000204	gi|30264649|ref|NP_847026.1|	34.5	403	240	11	18	412	23	409	1.9e-47	193.4	gi|30264649|ref|NP_847026.1| DNA replication protein DnaB [Bacillus anthracis str. Ames]
fake_2M_genome_000205	gi|15615708|ref|NP_244012.1|	72.7	150	41	0	1	150	1	150	4.1e-58	227.3	gi|15615708|ref|NP_244012.1| NrdR family transcriptional regulator [Bacillus halodurans C-125]
fake_2M_genome_000206	gi|375008858|ref|YP_004982491.1|	68.4	158	49	1	1	157	1	158	4.7e-59	230.3	gi|375008858|ref|YP_004982491.1| glutathione peroxidase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000207	gi|226310996|ref|YP_002770890.1|	68.7	339	106	0	1	339	1	339	2.4e-137	491.5	gi|226310996|ref|YP_002770890.1| glyceraldehyde 3-phosphate dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000208	gi|337745577|ref|YP_004639739.1|	45	180	97	1	20	199	7	184	7e-42	173.7	gi|337745577|ref|YP_004639739.1| lytic transglycosylase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000209	gi|295696993|ref|YP_003590231.1|	51	198	97	0	1	198	1	198	1.1e-49	199.5	gi|295696993|ref|YP_003590231.1| dephospho-CoA kinase [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000210	gi|15615713|ref|NP_244017.1|	44.8	223	109	2	1	220	1	212	4.5e-44	181	gi|15615713|ref|NP_244017.1| hypothetical protein BH3151 [Bacillus halodurans C-125]
fake_2M_genome_000211	gi|430749586|ref|YP_007212494.1|	65.6	273	94	0	1	273	1	273	1.5e-97	359	gi|430749586|ref|YP_007212494.1| formamidopyrimidine-DNA glycosylase Fpg [Thermobacillus composti KWC4]
fake_2M_genome_000212	gi|15615715|ref|NP_244019.1|	57.6	883	366	3	1	882	1	876	4.4e-292	1006.9	gi|15615715|ref|NP_244019.1| DNA polymerase I [Bacillus halodurans C-125]
fake_2M_genome_000214	gi|15614782|ref|NP_243085.1|	57.1	336	141	3	1	336	1	333	2.6e-99	365.2	gi|15614782|ref|NP_243085.1| transcriptional regulator [Bacillus halodurans C-125]
fake_2M_genome_000215	gi|15614783|ref|NP_243086.1|	68.9	341	106	0	4	344	2	342	7.2e-145	516.5	gi|15614783|ref|NP_243086.1| dehydrogenase [Bacillus halodurans C-125]
fake_2M_genome_000216	gi|269122599|ref|YP_003310776.1|	70.2	295	88	0	5	299	3	297	7.8e-124	446.4	gi|269122599|ref|YP_003310776.1| myo-inosose-2 dehydratase [Sebaldella termitidis ATCC 33386]
fake_2M_genome_000217	gi|30262509|ref|NP_844886.1|	67.1	641	211	0	1	641	4	644	2.6e-257	891	gi|30262509|ref|NP_844886.1| IolD protein [Bacillus anthracis str. Ames]
fake_2M_genome_000218	gi|23100191|ref|NP_693658.1|	76.1	486	116	0	1	486	1	486	1.3e-221	771.9	gi|23100191|ref|NP_693658.1| methylmalonate-semialdehyde dehydrogenase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000219	gi|30262507|ref|NP_844884.1|	70.7	331	96	1	1	330	1	331	9.9e-136	486.1	gi|30262507|ref|NP_844884.1| IolC protein [Bacillus anthracis str. Ames]
fake_2M_genome_000220	gi|307546830|ref|YP_003899309.1|	60.2	264	105	0	1	264	2	265	1.1e-95	352.8	gi|307546830|ref|YP_003899309.1| myo-inositol catabolism protein IolB [Halomonas elongata DSM 2581]
fake_2M_genome_000221	gi|508607165|ref|YP_006993063.2|	63	311	115	0	26	336	1	311	1.7e-114	415.6	gi|508607165|ref|YP_006993063.2| dehydrogenase [Carnobacterium maltaromaticum LMA28]
fake_2M_genome_000222	gi|15614785|ref|NP_243088.1|	50	530	263	2	1	530	1	528	2.6e-138	495.4	gi|15614785|ref|NP_243088.1| symporter YidK [Bacillus halodurans C-125]
fake_2M_genome_000230	gi|295697097|ref|YP_003590335.1|	67.3	248	81	0	4	251	11	258	1.3e-98	362.5	gi|295697097|ref|YP_003590335.1| phosphate ABC transporter ATPase [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000231	gi|15669201|ref|NP_248006.1|	65.1	249	86	1	26	273	4	252	1.7e-93	345.5	gi|15669201|ref|NP_248006.1| phosphate ABC transporter ATP-binding protein [Methanocaldococcus jannaschii DSM 2661]
fake_2M_genome_000232	gi|226310064|ref|YP_002769958.1|	67.7	294	94	1	1	294	1	293	3.9e-107	391	gi|226310064|ref|YP_002769958.1| phosphate ABC transporter permease [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000233	gi|29376307|ref|NP_815461.1|	55.9	290	127	1	21	309	13	302	1.2e-82	309.7	gi|29376307|ref|NP_815461.1| phosphate ABC transporter permease [Enterococcus faecalis V583]
fake_2M_genome_000234	gi|16801704|ref|NP_471972.1|	54.1	307	128	3	1	299	1	302	6.5e-86	320.5	gi|16801704|ref|NP_471972.1| hypothetical protein lin2642 [Listeria innocua Clip11262]
fake_2M_genome_000235	gi|337745562|ref|YP_004639724.1|	44.2	599	308	7	1	575	1	597	2.1e-133	479.2	gi|337745562|ref|YP_004639724.1| PAS/PAC sensor signal transduction histidine kinase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000236	gi|226310980|ref|YP_002770874.1|	65.7	230	78	1	4	233	3	231	7e-83	310.1	gi|226310980|ref|YP_002770874.1| two-component response regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000237	gi|386715052|ref|YP_006181375.1|	35.1	151	93	2	10	157	9	157	1.5e-20	102.4	gi|386715052|ref|YP_006181375.1| MaoC family protein [Halobacillus halophilus DSM 2266]
fake_2M_genome_000238	gi|295696998|ref|YP_003590236.1|	84.5	309	48	0	3	311	2	310	4.3e-149	530.4	gi|295696998|ref|YP_003590236.1| malate dehydrogenase [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000239	gi|384136332|ref|YP_005519046.1|	81.4	431	80	0	1	431	1	431	7.9e-210	732.6	gi|384136332|ref|YP_005519046.1| isocitrate dehydrogenase [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]
fake_2M_genome_000240	gi|430750798|ref|YP_007213706.1|	70.5	370	109	0	1	370	1	370	3.3e-148	527.7	gi|430750798|ref|YP_007213706.1| 2-methylcitrate synthase/citrate synthase II [Thermobacillus composti KWC4]
fake_2M_genome_000241	gi|449091549|ref|YP_007423990.1|	44.8	364	197	4	9	371	8	368	3.9e-67	258.5	gi|449091549|ref|YP_007423990.1| hypothetical protein HD73_4891 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000242	gi|15615724|ref|NP_244028.1|	47.7	130	68	0	4	133	1	130	2.2e-25	118.2	gi|15615724|ref|NP_244028.1| FxsA [Bacillus halodurans C-125]
fake_2M_genome_000243	gi|20808231|ref|NP_623402.1|	50.8	130	64	0	6	135	5	134	4.7e-34	147.1	gi|20808231|ref|NP_623402.1| thioesterase [Thermoanaerobacter tengcongensis MB4]
fake_2M_genome_000244	gi|226310971|ref|YP_002770865.1|	68	584	187	0	1	584	1	584	7.4e-219	763.1	gi|226310971|ref|YP_002770865.1| pyruvate kinase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000245	gi|15615726|ref|NP_244030.1|	72.1	319	89	0	1	319	1	319	5.4e-131	470.3	gi|15615726|ref|NP_244030.1| 6-phosphofructokinase [Bacillus halodurans C-125]
fake_2M_genome_000246	gi|337745549|ref|YP_004639711.1|	66	318	108	0	1	318	1	318	1.4e-118	429.1	gi|337745549|ref|YP_004639711.1| protein AccA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000247	gi|15615728|ref|NP_244032.1|	70.3	279	83	0	1	279	1	279	4.5e-113	410.6	gi|15615728|ref|NP_244032.1| acetyl-CoA carboxylase subunit beta [Bacillus halodurans C-125]
fake_2M_genome_000248	gi|226310966|ref|YP_002770860.1|	42.1	195	112	1	10	204	11	204	1e-33	146.7	gi|226310966|ref|YP_002770860.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000249	gi|226310965|ref|YP_002770859.1|	76	409	98	0	1	409	1	409	2e-178	628.2	gi|226310965|ref|YP_002770859.1| NAD-dependent malic enzyme [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000252	gi|295697006|ref|YP_003590244.1|	67.6	145	47	0	7	151	6	150	1.8e-50	201.8	gi|295697006|ref|YP_003590244.1| phosphatidylglycerophosphatase A [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000253	gi|337745545|ref|YP_004639707.1|	53.8	1117	465	10	5	1074	3	1115	0	1167.1	gi|337745545|ref|YP_004639707.1| DNA polymerase III DnaE [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000257	gi|15615737|ref|NP_244041.1|	62.8	435	162	0	1	435	1	435	4e-153	544.3	gi|15615737|ref|NP_244041.1| hypothetical protein BH3175 [Bacillus halodurans C-125]
fake_2M_genome_000259	gi|430752040|ref|YP_007214948.1|	59.8	229	92	0	1	229	1	229	1.5e-79	298.9	gi|430752040|ref|YP_007214948.1| Zn-dependent hydrolase [Thermobacillus composti KWC4]
fake_2M_genome_000260	gi|337745529|ref|YP_004639691.1|	34.4	456	293	6	1	452	1	454	5.3e-66	255	gi|337745529|ref|YP_004639691.1| hypothetical protein KNP414_01256 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000261	gi|226310956|ref|YP_002770850.1|	41.9	365	202	5	1	364	1	356	4.2e-79	298.1	gi|226310956|ref|YP_002770850.1| hypothetical protein BBR47_13690 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000262	gi|226310955|ref|YP_002770849.1|	38.2	461	275	3	1	454	1	458	3.9e-90	335.1	gi|226310955|ref|YP_002770849.1| hypothetical protein BBR47_13680 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000263	gi|384135164|ref|YP_005517878.1|	35.1	356	225	4	77	432	23	372	9.3e-57	224.2	gi|384135164|ref|YP_005517878.1| hypothetical protein TC41_1423 [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]
fake_2M_genome_000265	gi|226312166|ref|YP_002772060.1|	57.5	127	52	1	99	223	167	293	3.7e-33	144.8	gi|226312166|ref|YP_002772060.1| gamma-DL-glutamyl hydrolase precursor [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000267	gi|430750862|ref|YP_007213770.1|	66.6	476	145	3	6	467	7	482	1.5e-182	642.1	gi|430750862|ref|YP_007213770.1| hypothetical protein Theco_2682 [Thermobacillus composti KWC4]
fake_2M_genome_000268	gi|449089393|ref|YP_007421834.1|	51.1	444	215	1	7	450	1	442	7.4e-118	427.2	gi|449089393|ref|YP_007421834.1| Mg2+ transporter mgtE [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000269	gi|159899624|ref|YP_001545871.1|	61	421	155	4	10	429	14	426	3.2e-142	508.1	gi|159899624|ref|YP_001545871.1| peptidase M14 carboxypeptidase A [Herpetosiphon aurantiacus DSM 785]
fake_2M_genome_000270	gi|488776975|ref|YP_007946391.1|	40.6	416	243	2	102	517	213	624	7.8e-87	324.3	gi|488776975|ref|YP_007946391.1| putative membrane protein [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_000271	gi|226309876|ref|YP_002769770.1|	40.8	355	209	1	1	355	1	354	3.1e-74	282	gi|226309876|ref|YP_002769770.1| spore germination protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000273	gi|428207339|ref|YP_007091692.1|	61	328	127	1	1	328	1	327	9.4e-110	399.8	gi|428207339|ref|YP_007091692.1| alcohol dehydrogenase [Chroococcidiopsis thermalis PCC 7203]
fake_2M_genome_000274	gi|226313348|ref|YP_002773242.1|	59.3	204	83	0	1	204	1	204	3.3e-68	261.2	gi|226313348|ref|YP_002773242.1| hypothetical protein BBR47_37610 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000275	gi|557827016|ref|YP_008799439.1|	60.9	412	160	1	15	426	14	424	1.5e-149	532.3	gi|557827016|ref|YP_008799439.1| kynureninase [Exiguobacterium sp. MH3]
fake_2M_genome_000276	gi|449089896|ref|YP_007422337.1|	69.2	221	68	0	1	221	59	279	2e-84	315.1	gi|449089896|ref|YP_007422337.1| tryptophan 2,3-dioxygenase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000277	gi|30262724|ref|NP_845101.1|	70.8	48	14	0	4	51	10	57	3.7e-13	76.3	gi|30262724|ref|NP_845101.1| tryptophan 2,3-dioxygenase [Bacillus anthracis str. Ames]
fake_2M_genome_000280	gi|449089270|ref|YP_007421711.1|	77.2	566	129	0	1	566	1	566	5.4e-259	896.3	gi|449089270|ref|YP_007421711.1| Pyruvate oxidase (Pyruvic oxidase) [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000281	gi|30265204|ref|NP_847581.1|	57.8	173	73	0	6	178	4	176	8.6e-57	223	gi|30265204|ref|NP_847581.1| NADPH-dependent FMN reductase [Bacillus anthracis str. Ames]
fake_2M_genome_000282	gi|339627555|ref|YP_004719198.1|	35.5	152	94	1	7	158	3	150	7.7e-16	87	gi|339627555|ref|YP_004719198.1| AMP-dependent synthetase and ligase [Sulfobacillus acidophilus TPY]
fake_2M_genome_000283	gi|449090327|ref|YP_007422768.1|	34.4	157	101	2	2	158	221	375	3.9e-21	104.4	gi|449090327|ref|YP_007422768.1| hypothetical protein HD73_3669 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000284	gi|85374969|ref|YP_459031.1|	44.4	117	59	3	1	114	364	477	6.5e-16	86.7	gi|85374969|ref|YP_459031.1| AMP-dependent synthetase and ligase [Erythrobacter litoralis HTCC2594]
fake_2M_genome_000286	gi|427725835|ref|YP_007073112.1|	60.3	585	232	0	6	590	10	594	1.2e-219	765.8	gi|427725835|ref|YP_007073112.1| IucA/IucC family protein [Leptolyngbya sp. PCC 7376]
fake_2M_genome_000287	gi|428313734|ref|YP_007124711.1|	60.2	432	168	2	6	437	2	429	1.1e-156	556.2	gi|428313734|ref|YP_007124711.1| lysine/ornithine N-monooxygenase [Microcoleus sp. PCC 7113]
fake_2M_genome_000288	gi|17227889|ref|NP_484437.1|	59.5	190	77	0	1	190	1	190	2.9e-66	254.6	gi|17227889|ref|NP_484437.1| hypothetical protein all0393 [Nostoc sp. PCC 7120]
fake_2M_genome_000289	gi|17227890|ref|NP_484438.1|	52.3	597	271	4	4	597	20	605	1.2e-174	616.3	gi|17227890|ref|NP_484438.1| hypothetical protein all0394 [Nostoc sp. PCC 7120]
fake_2M_genome_000290	gi|428225237|ref|YP_007109334.1|	54.1	497	221	2	7	497	12	507	7.5e-143	510.4	gi|428225237|ref|YP_007109334.1| L-2,4-diaminobutyrate decarboxylase [Geitlerinema sp. PCC 7407]
fake_2M_genome_000291	gi|17227892|ref|NP_484440.1|	69.2	438	135	0	11	448	46	483	2.4e-180	634.8	gi|17227892|ref|NP_484440.1| diaminobutyrate--2-oxoglutarate aminotransferase [Nostoc sp. PCC 7120]
fake_2M_genome_000292	gi|328951572|ref|YP_004368907.1|	37.4	388	240	3	6	393	6	390	8.2e-52	207.6	gi|328951572|ref|YP_004368907.1| major facilitator superfamily protein [Marinithermus hydrothermalis DSM 14884]
fake_2M_genome_000293	gi|226314524|ref|YP_002774420.1|	71.3	373	105	1	28	398	1	373	3.2e-149	531.2	gi|226314524|ref|YP_002774420.1| alanine dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000294	gi|226312834|ref|YP_002772728.1|	34.2	546	340	8	4	541	7	541	1.2e-80	303.9	gi|226312834|ref|YP_002772728.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000295	gi|15612607|ref|NP_240910.1|	36.7	338	190	9	1	325	1	327	1.2e-43	180.3	gi|15612607|ref|NP_240910.1| DNA polymerase III subunit delta' [Bacillus halodurans C-125]
fake_2M_genome_000297	gi|89894416|ref|YP_517903.1|	44.2	278	155	0	2	279	11	288	3.1e-66	255	gi|89894416|ref|YP_517903.1| hypothetical protein DSY1670 [Desulfitobacterium hafniense Y51]
fake_2M_genome_000298	gi|488776605|ref|YP_007946021.1|	47.5	621	309	5	13	627	14	623	2.9e-160	568.5	gi|488776605|ref|YP_007946021.1| squalene-hopene cyclase [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_000299	gi|15615706|ref|NP_244010.1|	44.4	286	153	3	23	303	23	307	1.1e-59	233.4	gi|15615706|ref|NP_244010.1| primosomal protein DnaI [Bacillus halodurans C-125]
fake_2M_genome_000300	gi|300711568|ref|YP_003737382.1|	21.5	270	188	6	57	315	86	342	7.2e-11	72	gi|300711568|ref|YP_003737382.1| asparagine synthase [Halalkalicoccus jeotgali B3]
fake_2M_genome_000305	gi|16077812|ref|NP_388626.1|	64	331	116	2	7	335	6	335	9.1e-121	436.4	gi|16077812|ref|NP_388626.1| NADP-dependent oxidoreductase YfmJ [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_000307	gi|337751104|ref|YP_004645266.1|	40.6	251	148	1	7	256	7	257	4.5e-35	151.4	gi|337751104|ref|YP_004645266.1| hypothetical protein KNP414_06878 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000308	gi|16077973|ref|NP_388789.1|	48.1	297	148	2	6	302	4	294	2.2e-76	288.9	gi|16077973|ref|NP_388789.1| ABC transporter ATP-binding protein [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_000309	gi|226311441|ref|YP_002771335.1|	63.6	428	156	0	1	428	1	428	2.5e-155	551.6	gi|226311441|ref|YP_002771335.1| homoserine dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000310	gi|375007025|ref|YP_004980656.1|	32.1	224	151	1	2	224	1	224	2.6e-25	119	gi|375007025|ref|YP_004980656.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000311	gi|226310467|ref|YP_002770361.1|	52.2	441	206	3	3	438	2	442	1.2e-125	453	gi|226310467|ref|YP_002770361.1| hypothetical protein BBR47_08800 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000312	gi|337752044|ref|YP_004646206.1|	27.7	191	134	3	38	226	39	227	6.9e-15	84.3	gi|337752044|ref|YP_004646206.1| M56 family peptidase [Paenibacillus mucilaginosus KNP414]
